seed,standardized,kmeans,fixed_h1,fixed_h1_iter,fixed_h1_status,meanV,meanV_h,adaptive_response,adaptive_h_final,adaptive_iter,adaptive_status,adaptive_cycle_period,adaptive_h_unique,frozen_response,frozen_h,frozen_iter,frozen_status,frozen_cycle_period,clusterwise_response,clusterwise_h,clusterwise_iter,clusterwise_status,clusterwise_cycle_period,oracle_grid,oracle_h,plateau_h_low,plateau_h_high,plateau_factor,adaptive_in_plateau,frozen_in_plateau,frozen_plateau_log_position
1730,1,0.894509057842,0.93457560433,2,converged,0.942671889293,0.745793635095,0.962824209024,0.327679664322,2,converged,0,2,0.962824209024,0.314189062571,2,converged,0,0.962773938572,0.439803299494;0.276959189562;0.404335271587,3,converged,0,0.97517602656,0.254623758528,0.2441408751,0.276959189562,1.13442367833,0,0,2
1731,1,0.86692016277,0.942642096169,3,converged,0.946651595302,0.744626554807,0.983365525995,0.327679664322,2,converged,0,2,0.979248557032,0.301253870127,3,converged,0,0.963038718181,0.404335271587;0.276959189562;0.439803299494,3,converged,0,0.987526175066,0.371727570115,0.314189062571,0.439803299494,1.39980461413,1,0,-0.125
1732,1,0.852208251795,0.950485647603,4,converged,0.954542551054,0.745836392428,0.975113718648,0.327679664322,2,converged,0,2,0.975113718648,0.301253870127,2,converged,0,0.854971718337,0.404335271587;0.0222284983182;0.276959189562,19,cycle,9,0.983400634949,0.254623758528,0.234089572941,0.265556754395,1.13442367833,0,0,2
1733,1,0.851210506471,0.907132001776,5,converged,0.918812576327,0.743505456035,0.962823341305,0.327679664322,2,converged,0,2,0.966888604108,0.301253870127,3,converged,0,0.906309519596,0.404335271587;0.0145990920983;0.276959189562,12,converged,0,0.971024106352,0.265556754395,0.265556754395,0.276959189562,1.04293784653,0,0,3
1734,1,0.867345724479,0.954541490144,4,converged,0.966899529668,0.746804033608,0.979274368077,0.327679664322,4,converged,0,2,0.983356675725,0.301253870127,2,converged,0,0.979222989216,0.439803299494;0.276959189562;0.404335271587,2,converged,0,0.987543802513,0.356423512053,0.356423512053,0.371727570115,1.04293784653,0,0,-4
1735,1,0.843760683661,0.926368276346,3,converged,0.958772846452,0.745699629068,0.987500097458,0.327679664322,3,converged,0,2,0.983365525995,0.301253870127,3,converged,0,0.966760269209,0.28885122074;0.404335271587;0.439803299494,3,converged,0,0.991652199503,0.341749523461,0.314189062571,0.356423512053,1.13442367833,1,0,-0.333333333333
1736,1,0.82105725001,0.962738253798,4,converged,0.96684556595,0.744505279082,0.975113718648,0.327679664322,2,converged,0,2,0.97922250426,0.301253870127,3,converged,0,0.878348298676,0.276959189562;0.01;0.404335271587,21,cycle,4,0.97922250426,0.301253870127,0.276959189562,0.356423512053,1.28691708196,1,1,0.333333333333
1737,1,0.844006383867,0.930687740074,4,converged,0.938642186875,0.745705451337,0.983391494395,0.327679664322,2,converged,0,2,0.983391494395,0.301253870127,2,converged,0,0.866839715552,0.0338449907815;0.276959189562;0.404335271587,6,converged,0,0.983391494395,0.265556754395,0.254623758528,0.356423512053,1.39980461413,1,1,0.5
1738,1,0.875089156799,0.954920344614,2,converged,0.954916136281,0.745436493009,0.987526175066,0.327679664322,3,converged,0,2,0.987526175066,0.314189062571,3,converged,0,0.922212514411,0.0663176672912;0.404335271587;0.276959189562,14,cycle,2,0.987526175066,0.301253870127,0.254623758528,0.327679664322,1.28691708196,1,1,0.833333333333
1739,1,0.855321147781,0.934257674453,3,converged,0.950414283519,0.745807523823,0.970893630019,0.327679664322,3,converged,0,2,0.975044956046,0.301253870127,2,converged,0,0.942561753626,0.404335271587;0.0139980461413;0.276959189562,4,converged,0,0.975044956046,0.301253870127,0.28885122074,0.356423512053,1.23393458799,1,1,0.2
